Plate_ID,Well_Row,Well_Col,Well,Type,number_of_cells/capsules,Group_1,Group_2,Group_3,Crossing_Time,0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0,6.25,6.5,6.75,7.0,7.25,7.5,7.75
RM5097.96HL.BNCT.1,A,24,A24,unused,,,,,,2610.51,2613.07,2612.8,2613.27,2616.89,2615.91,2616.04,2613.27,2615.07,2615.41,2616.39,2615.29,2615.14,2615.72,2616.55,2616.75,2613.33,2616.42,2616.23,2616.14,2616.77,2617.57,2615.76,2618.3,2618.37,2616.88,2617.55,2619.48,2618.11,2615.68,2615.92,2616.41
RM5097.96HL.BNCT.1,B,1,B1,unused,,,,,,2618.29,2618.53,2616.13,2617.61,2618.32,2620.41,2621.76,2620.13,2619.82,2623.59,2622.07,2621.47,2620.28,2622.24,2622.63,2620.28,2621.97,2619.07,2620.5,2619.73,2621.64,2619.82,2621.92,2623.46,2621.95,2623.05,2623.9,2622.5,2623.54,2624.32,2623.08,2625.02
RM5097.96HL.BNCT.1,B,2,B2,unused,,,,,,2622.42,2627.82,2625.27,2626.1,2628.58,2629.8,2629.36,2628.9,2630.31,2631.43,2629.02,2632.38,2627.29,2630.35,2630.03,2631.92,2630.19,2630.02,2633.81,2630.7,2630.66,2632.93,2632.77,2630.13,2630.99,2630.08,2629.18,2632.82,2632.44,2635.38,2630.25,2630.99
RM5097.96HL.BNCT.1,B,3,B3,unused,,,,,,2641.7,2642.58,2644.17,2640.78,2644.41,2644.55,2637.88,2646.41,2641.51,2641.99,2645.05,2645.2,2647.0,2645.69,2646.51,2645.21,2647.76,2643.56,2641.81,2642.92,2644.55,2644.89,2643.28,2642.6,2646.16,2644.51,2648.03,2646.75,2643.78,2645.82,2645.06,2647.22
RM5097.96HL.BNCT.1,B,4,B4,unused,,,,,,2641.6,2644.15,2643.97,2644.12,2645.57,2643.78,2646.77,2644.91,2644.39,2645.99,2645.82,2643.61,2646.59,2644.61,2648.24,2646.08,2647.82,2648.29,2648.03,2647.82,2645.85,2647.17,2646.85,2646.74,2647.56,2649.92,2647.46,2648.66,2648.92,2649.95,2645.54,2650.1
RM5097.96HL.BNCT.1,B,5,B5,unused,,,,,,2704.45,2707.03,2710.38,2707.35,2707.56,2713.4,2708.02,2709.21,2711.56,2711.24,2711.49,2709.3,2710.65,2711.73,2712.24,2711.5,2711.74,2709.82,2708.93,2710.12,2712.03,2710.18,2710.51,2712.16,2710.74,2710.36,2711.97,2711.72,2710.77,2711.11,2712.91,2711.74
RM5097.96HL.BNCT.1,B,6,B6,unused,,,,,,2638.35,2639.98,2647.16,2646.23,2645.54,2648.39,2646.44,2648.63,2648.38,2647.25,2647.49,2647.41,2649.24,2647.09,2649.8,2648.99,2649.3,2647.52,2651.76,2645.71,2648.28,2645.84,2649.5,2649.12,2646.68,2651.49,2651.98,2645.76,2649.99,2648.92,2647.36,2647.94
RM5097.96HL.BNCT.1,B,7,B7,unused,,,,,,2620.87,2621.75,2622.41,2623.49,2621.03,2628.11,2626.55,2626.57,2624.82,2625.5,2622.24,2626.62,2625.08,2624.97,2625.04,2625.1,2625.15,2627.19,2627.94,2629.73,2625.85,2625.43,2629.49,2629.03,2627.31,2625.14,2628.13,2627.16,2625.28,2628.1,2626.55,2627.26
RM5097.96HL.BNCT.1,B,8,B8,unused,,,,,,2715.98,2719.27,2722.93,2724.84,2729.04,2729.17,2728.92,2727.68,2729.99,2731.09,2730.04,2729.8,2729.33,2727.28,2731.48,2730.95,2730.91,2729.58,2729.34,2729.09,2728.51,2729.68,2729.62,2732.0,2730.65,2733.06,2734.23,2731.91,2731.29,2731.35,2731.24,2732.37
RM5097.96HL.BNCT.1,B,9,B9,unused,,,,,,2626.26,2630.15,2629.46,2634.45,2631.7,2634.87,2632.32,2631.16,2632.17,2633.65,2631.54,2635.01,2633.43,2633.0,2633.19,2634.52,2633.47,2635.56,2633.27,2635.7,2630.63,2633.8,2636.33,2635.81,2634.9,2637.03,2633.63,2635.56,2634.43,2635.95,2632.33,2636.52
